Earthquake,Station,Channel,Prediction
2002-09-12 11:30:32,CEY,BHT,1
2002-09-12 11:30:32,CEY,BHR,1
2002-09-12 11:30:32,CEY,BHZ,1
2002-09-16 11:59:33,CEY,BHT,1
2002-09-16 11:59:33,CEY,BHR,1
2002-09-16 11:59:33,CEY,BHZ,1
2002-09-16 11:59:33,OBKA,BHT,1
2002-09-16 11:59:33,OBKA,BHR,1
2002-09-16 11:59:33,OBKA,BHZ,1
2002-09-26 12:00:19,CEY,BHT,1
2002-09-26 12:00:19,CEY,BHR,1
2002-09-26 12:00:19,CEY,BHZ,1
2002-11-05 12:28:54,CEY,BHT,0
2002-11-05 12:28:54,CEY,BHR,0
2002-11-05 12:28:54,CEY,BHZ,0
2002-11-08 13:25:29,CEY,BHT,1
2002-11-08 13:25:29,CEY,BHR,1
2002-11-08 13:25:29,CEY,BHZ,1
2002-11-08 13:25:29,OBKA,BHT,0
2002-11-08 13:25:29,OBKA,BHR,0
2002-11-08 13:25:29,OBKA,BHZ,0
2002-12-02 13:00:17,CEY,BHT,1
2002-12-02 13:00:17,CEY,BHR,1
2002-12-02 13:00:17,CEY,BHZ,1
2002-12-20 11:59:59,CEY,BHT,0
2002-12-20 11:59:59,CEY,BHR,0
2002-12-20 11:59:59,CEY,BHZ,0
2002-12-20 11:59:59,OBKA,BHT,1
2002-12-20 11:59:59,OBKA,BHR,1
2002-12-20 11:59:59,OBKA,BHZ,1
2003-01-14 13:15:13,CEY,BHT,1
2003-01-14 13:15:13,CEY,BHR,1
2003-01-14 13:15:13,CEY,BHZ,1
2003-01-17 13:15:42,CEY,BHT,1
2003-01-17 13:15:42,CEY,BHR,1
2003-01-17 13:15:42,CEY,BHZ,1
2003-01-17 13:15:42,OBKA,BHT,1
2003-01-17 13:15:42,OBKA,BHR,1
2003-01-17 13:15:42,OBKA,BHZ,1
2003-02-19 11:59:47,CEY,BHT,0
2003-02-19 11:59:47,CEY,BHR,0
2003-02-19 11:59:47,CEY,BHZ,0
2003-02-26 12:29:58,CEY,BHT,0
2003-02-26 12:29:58,CEY,BHR,0
2003-02-26 12:29:58,CEY,BHZ,0
2003-03-10 12:03:42,CEY,BHT,1
2003-03-10 12:03:42,CEY,BHR,1
2003-03-10 12:03:42,CEY,BHZ,1
2003-03-11 11:59:36,CEY,BHT,1
2003-03-11 11:59:36,CEY,BHR,1
2003-03-11 11:59:36,CEY,BHZ,1
2003-03-11 11:59:36,OBKA,BHT,1
2003-03-11 11:59:36,OBKA,BHR,1
2003-03-11 11:59:36,OBKA,BHZ,1
2003-03-18 12:29:55,CEY,BHT,1
2003-03-18 12:29:55,CEY,BHR,1
2003-03-18 12:29:55,CEY,BHZ,1
2003-03-18 12:29:55,OBKA,BHT,1
2003-03-18 12:29:55,OBKA,BHR,1
2003-03-18 12:29:55,OBKA,BHZ,1
2003-04-01 12:00:38,CEY,BHT,1
2003-04-01 12:00:38,CEY,BHR,1
2003-04-01 12:00:38,CEY,BHZ,1
2003-05-22 12:00:06,CEY,BHT,1
2003-05-22 12:00:06,CEY,BHR,1
2003-05-22 12:00:06,CEY,BHZ,1
2003-05-22 12:00:06,LJU,BHT,1
2003-05-22 12:00:06,LJU,BHR,1
2003-05-22 12:00:06,LJU,BHZ,1
2003-06-11 11:59:56,CEY,BHT,0
2003-06-11 11:59:56,CEY,BHR,0
2003-06-11 11:59:56,CEY,BHZ,0
2003-07-17 11:54:55,CEY,BHT,1
2003-07-17 11:54:55,CEY,BHR,1
2003-07-17 11:54:55,CEY,BHZ,1
2003-09-03 10:59:40,CEY,BHT,0
2003-09-03 10:59:40,CEY,BHR,0
2003-09-03 10:59:40,CEY,BHZ,0
2003-09-05 12:00:55,CEY,BHT,1
2003-09-05 12:00:55,CEY,BHR,1
2003-09-05 12:00:55,CEY,BHZ,1
2003-09-05 12:00:55,LJU,BHT,0
2003-09-05 12:00:55,LJU,BHR,0
2003-09-05 12:00:55,LJU,BHZ,0
2003-09-12 11:31:23,CEY,BHT,0
2003-09-12 11:31:23,CEY,BHR,0
2003-09-12 11:31:23,CEY,BHZ,0
2003-09-12 11:31:23,OBKA,BHT,1
2003-09-12 11:31:23,OBKA,BHR,1
2003-09-12 11:31:23,OBKA,BHZ,1
2003-10-03 11:55:32,CEY,BHT,0
2003-10-03 11:55:32,CEY,BHR,0
2003-10-03 11:55:32,CEY,BHZ,0
2003-10-03 11:55:32,OBKA,BHT,1
2003-10-03 11:55:32,OBKA,BHR,1
2003-10-03 11:55:32,OBKA,BHZ,1
2003-10-17 11:30:34,CEY,BHT,0
2003-10-17 11:30:34,CEY,BHR,0
2003-10-17 11:30:34,CEY,BHZ,0
2003-10-28 12:59:44,CEY,BHT,0
2003-10-28 12:59:44,CEY,BHR,0
2003-10-28 12:59:44,CEY,BHZ,0
2003-10-28 12:59:44,OBKA,BHT,1
2003-10-28 12:59:44,OBKA,BHR,1
2003-10-28 12:59:44,OBKA,BHZ,1
2003-11-20 12:29:57,CEY,BHT,1
2003-11-20 12:29:57,CEY,BHR,1
2003-11-20 12:29:57,CEY,BHZ,1
2003-11-20 12:29:57,OBKA,BHT,1
2003-11-20 12:29:57,OBKA,BHR,1
2003-11-20 12:29:57,OBKA,BHZ,1
2003-12-05 12:32:09,CEY,BHT,0
2003-12-05 12:32:09,CEY,BHR,0
2003-12-05 12:32:09,CEY,BHZ,0
2003-12-05 12:32:09,LJU,BHT,1
2003-12-05 12:32:09,LJU,BHR,1
2003-12-05 12:32:09,LJU,BHZ,1
2003-12-05 12:32:09,OBKA,BHT,1
2003-12-05 12:32:09,OBKA,BHR,1
2003-12-05 12:32:09,OBKA,BHZ,1
2004-01-14 12:56:00,CEY,BHT,0
2004-01-14 12:56:00,CEY,BHR,0
2004-01-14 12:56:00,CEY,BHZ,0
2004-01-14 12:56:00,LJU,BHT,1
2004-01-14 12:56:00,LJU,BHR,1
2004-01-14 12:56:00,LJU,BHZ,1
2004-01-21 12:30:25,CEY,BHT,0
2004-01-21 12:30:25,CEY,BHR,0
2004-01-21 12:30:25,CEY,BHZ,0
2004-01-28 12:30:42,OBKA,BHT,1
2004-01-28 12:30:42,OBKA,BHR,1
2004-01-28 12:30:42,OBKA,BHZ,1
2004-01-30 12:30:06,CEY,BHT,0
2004-01-30 12:30:06,CEY,BHR,0
2004-01-30 12:30:06,CEY,BHZ,0
2004-02-06 12:30:38,CEY,BHT,0
2004-02-06 12:30:38,CEY,BHR,0
2004-02-06 12:30:38,CEY,BHZ,0
2004-02-06 12:30:38,OBKA,BHT,1
2004-02-06 12:30:38,OBKA,BHR,1
2004-02-06 12:30:38,OBKA,BHZ,1
2004-02-12 12:29:32,CEY,BHT,0
2004-02-12 12:29:32,CEY,BHR,0
2004-02-12 12:29:32,CEY,BHZ,0
2004-02-25 12:29:27,CEY,BHT,1
2004-02-25 12:29:27,CEY,BHR,1
2004-02-25 12:29:27,CEY,BHZ,1
2004-02-25 12:29:27,OBKA,BHT,1
2004-02-25 12:29:27,OBKA,BHR,1
2004-02-25 12:29:27,OBKA,BHZ,1
2004-03-05 09:29:50,CEY,BHT,1
2004-03-05 09:29:50,CEY,BHR,1
2004-03-05 09:29:50,CEY,BHZ,1
2004-03-05 09:29:50,OBKA,BHT,0
2004-03-05 09:29:50,OBKA,BHR,0
2004-03-05 09:29:50,OBKA,BHZ,0
2004-03-18 12:31:10,CEY,BHT,0
2004-03-18 12:31:10,CEY,BHR,0
2004-03-18 12:31:10,CEY,BHZ,0
2004-03-29 11:29:55,CEY,BHT,1
2004-03-29 11:29:55,CEY,BHR,1
2004-03-29 11:29:55,CEY,BHZ,1
2004-03-30 11:29:34,CEY,BHT,1
2004-03-30 11:29:34,CEY,BHR,1
2004-03-30 11:29:34,CEY,BHZ,1
2004-04-21 11:30:39,CEY,BHT,0
2004-04-21 11:30:39,CEY,BHR,0
2004-04-21 11:30:39,CEY,BHZ,0
2004-05-11 12:00:11,CEY,BHT,0
2004-05-11 12:00:11,CEY,BHR,0
2004-05-11 12:00:11,CEY,BHZ,0
2004-05-20 12:01:43,CEY,BHT,1
2004-05-20 12:01:43,CEY,BHR,1
2004-05-20 12:01:43,CEY,BHZ,1
2004-06-09 12:04:03,CEY,BHT,1
2004-06-09 12:04:03,CEY,BHR,1
2004-06-09 12:04:03,CEY,BHZ,1
2004-06-10 12:00:44,CEY,BHT,0
2004-06-10 12:00:44,CEY,BHR,0
2004-06-10 12:00:44,CEY,BHZ,0
2004-07-05 12:13:16,CEY,BHT,1
2004-07-05 12:13:16,CEY,BHR,1
2004-07-05 12:13:16,CEY,BHZ,1
2004-07-05 12:13:16,OBKA,BHT,1
2004-07-05 12:13:16,OBKA,BHR,1
2004-07-05 12:13:16,OBKA,BHZ,1
2004-08-09 11:31:27,LJU,BHT,0
2004-08-09 11:31:27,LJU,BHR,0
2004-08-09 11:31:27,LJU,BHZ,0
2004-08-09 11:31:27,OBKA,BHT,0
2004-08-09 11:31:27,OBKA,BHR,0
2004-08-09 11:31:27,OBKA,BHZ,0
2004-08-23 12:00:23,CEY,BHT,1
2004-08-23 12:00:23,CEY,BHR,1
2004-08-23 12:00:23,CEY,BHZ,1
2004-08-23 12:00:23,OBKA,BHT,0
2004-08-23 12:00:23,OBKA,BHR,0
2004-08-23 12:00:23,OBKA,BHZ,0
2004-09-02 11:30:52,CEY,BHT,0
2004-09-02 11:30:52,CEY,BHR,0
2004-09-02 11:30:52,CEY,BHZ,0
2004-09-03 12:01:00,CEY,BHT,0
2004-09-03 12:01:00,CEY,BHR,0
2004-09-03 12:01:00,CEY,BHZ,0
2004-09-10 11:30:46,CEY,BHT,0
2004-09-10 11:30:46,CEY,BHR,0
2004-09-10 11:30:46,CEY,BHZ,0
2004-09-28 11:59:34,CEY,BHT,0
2004-09-28 11:59:34,CEY,BHR,0
2004-09-28 11:59:34,CEY,BHZ,0
2004-10-28 11:08:26,CEY,BHT,0
2004-10-28 11:08:26,CEY,BHR,0
2004-10-28 11:08:26,CEY,BHZ,0
2004-11-09 12:30:00,CEY,BHT,0
2004-11-09 12:30:00,CEY,BHR,0
2004-11-09 12:30:00,CEY,BHZ,0
2004-11-09 12:30:00,LJU,BHT,0
2004-11-09 12:30:00,LJU,BHR,0
2004-11-09 12:30:00,LJU,BHZ,0
2004-12-08 09:58:52,CEY,BHT,0
2004-12-08 09:58:52,CEY,BHR,0
2004-12-08 09:58:52,CEY,BHZ,0
2004-12-10 12:30:15,OBKA,BHT,1
2004-12-10 12:30:15,OBKA,BHR,1
2004-12-10 12:30:15,OBKA,BHZ,1
2004-12-16 12:29:19,CEY,BHT,1
2004-12-16 12:29:19,CEY,BHR,1
2004-12-16 12:29:19,CEY,BHZ,1
2005-01-25 12:59:43,CEY,BHT,1
2005-01-25 12:59:43,CEY,BHR,1
2005-01-25 12:59:43,CEY,BHZ,1
2005-02-02 13:05:53,CEY,BHT,1
2005-02-02 13:05:53,CEY,BHR,1
2005-02-02 13:05:53,CEY,BHZ,1
2005-02-02 13:05:53,LJU,BHT,1
2005-02-02 13:05:53,LJU,BHR,1
2005-02-02 13:05:53,LJU,BHZ,1
2005-02-02 13:05:53,OBKA,BHT,1
2005-02-02 13:05:53,OBKA,BHR,1
2005-02-02 13:05:53,OBKA,BHZ,1
2005-02-11 12:59:19,CEY,BHT,0
2005-02-11 12:59:19,CEY,BHR,0
2005-02-11 12:59:19,CEY,BHZ,0
2005-02-18 13:02:58,CEY,BHT,1
2005-02-18 13:02:58,CEY,BHR,1
2005-02-18 13:02:58,CEY,BHZ,1
2005-02-28 12:30:37,CEY,BHT,0
2005-02-28 12:30:37,CEY,BHR,0
2005-02-28 12:30:37,CEY,BHZ,0
2005-03-16 13:00:18,CEY,BHT,1
2005-03-16 13:00:18,CEY,BHR,1
2005-03-16 13:00:18,CEY,BHZ,1
2005-03-16 13:00:18,OBKA,BHT,1
2005-03-16 13:00:18,OBKA,BHR,1
2005-03-16 13:00:18,OBKA,BHZ,1
2005-04-13 11:31:21,CEY,BHT,0
2005-04-13 11:31:21,CEY,BHR,0
2005-04-13 11:31:21,CEY,BHZ,0
2005-05-19 11:59:32,CEY,BHT,1
2005-05-19 11:59:32,CEY,BHR,1
2005-05-19 11:59:32,CEY,BHZ,1
2005-06-03 12:00:23,CEY,BHT,1
2005-06-03 12:00:23,CEY,BHR,1
2005-06-03 12:00:23,CEY,BHZ,1
2005-06-03 12:00:23,LJU,BHT,0
2005-06-03 12:00:23,LJU,BHR,0
2005-06-03 12:00:23,LJU,BHZ,0
2005-06-03 12:00:23,OBKA,BHT,0
2005-06-03 12:00:23,OBKA,BHR,0
2005-06-03 12:00:23,OBKA,BHZ,0
2005-06-10 12:00:46,CEY,BHT,1
2005-06-10 12:00:46,CEY,BHR,1
2005-06-10 12:00:46,CEY,BHZ,1
2005-06-10 12:00:46,LJU,BHT,1
2005-06-10 12:00:46,LJU,BHR,1
2005-06-10 12:00:46,LJU,BHZ,1
2005-06-10 12:00:46,OBKA,BHT,1
2005-06-10 12:00:46,OBKA,BHR,1
2005-06-10 12:00:46,OBKA,BHZ,1
2005-07-18 11:59:48,CEY,BHT,1
2005-07-18 11:59:48,CEY,BHR,1
2005-07-18 11:59:48,CEY,BHZ,1
2005-08-05 12:00:03,CEY,BHT,1
2005-08-05 12:00:03,CEY,BHR,1
2005-08-05 12:00:03,CEY,BHZ,1
2005-08-05 12:00:03,LJU,BHT,0
2005-08-05 12:00:03,LJU,BHR,0
2005-08-05 12:00:03,LJU,BHZ,0
2005-08-25 12:00:22,CEY,BHT,0
2005-08-25 12:00:22,CEY,BHR,0
2005-08-25 12:00:22,CEY,BHZ,0
2005-09-15 12:00:59,CEY,BHT,1
2005-09-15 12:00:59,CEY,BHR,1
2005-09-15 12:00:59,CEY,BHZ,1
2005-09-15 12:00:59,LJU,BHT,0
2005-09-15 12:00:59,LJU,BHR,0
2005-09-15 12:00:59,LJU,BHZ,0
2005-09-16 12:00:24,CEY,BHT,1
2005-09-16 12:00:24,CEY,BHR,1
2005-09-16 12:00:24,CEY,BHZ,1
2005-09-21 12:00:54,CEY,BHT,1
2005-09-21 12:00:54,CEY,BHR,1
2005-09-21 12:00:54,CEY,BHZ,1
2005-09-27 11:59:40,CEY,BHT,1
2005-09-27 11:59:40,CEY,BHR,1
2005-09-27 11:59:40,CEY,BHZ,1
2005-10-12 12:00:46,CEY,BHT,0
2005-10-12 12:00:46,CEY,BHR,0
2005-10-12 12:00:46,CEY,BHZ,0
2005-10-17 12:01:37,CEY,BHT,1
2005-10-17 12:01:37,CEY,BHR,1
2005-10-17 12:01:37,CEY,BHZ,1
2005-10-17 12:01:37,OBKA,BHT,1
2005-10-17 12:01:37,OBKA,BHR,1
2005-10-17 12:01:37,OBKA,BHZ,1
2005-10-27 12:01:32,CEY,BHT,0
2005-10-27 12:01:32,CEY,BHR,0
2005-10-27 12:01:32,CEY,BHZ,0
2005-11-03 13:00:52,CEY,BHT,0
2005-11-03 13:00:52,CEY,BHR,0
2005-11-03 13:00:52,CEY,BHZ,0
2005-11-04 12:29:21,CEY,BHT,0
2005-11-04 12:29:21,CEY,BHR,0
2005-11-04 12:29:21,CEY,BHZ,0
2005-12-08 13:02:11,CEY,BHT,0
2005-12-08 13:02:11,CEY,BHR,0
2005-12-08 13:02:11,CEY,BHZ,0
2005-12-08 13:02:11,OBKA,BHT,1
2005-12-08 13:02:11,OBKA,BHR,1
2005-12-08 13:02:11,OBKA,BHZ,1
2005-12-15 13:01:11,CEY,BHT,1
2005-12-15 13:01:11,CEY,BHR,1
2005-12-15 13:01:11,CEY,BHZ,1
2005-12-15 13:01:11,OBKA,BHT,1
2005-12-15 13:01:11,OBKA,BHR,1
2005-12-15 13:01:11,OBKA,BHZ,1
2005-12-21 12:59:54,CEY,BHT,1
2005-12-21 12:59:54,CEY,BHR,1
2005-12-21 12:59:54,CEY,BHZ,1
2005-12-21 12:59:54,OBKA,BHT,1
2005-12-21 12:59:54,OBKA,BHR,1
2005-12-21 12:59:54,OBKA,BHZ,1
2006-01-10 13:05:14,CEY,BHT,1
2006-01-10 13:05:14,CEY,BHR,1
2006-01-10 13:05:14,CEY,BHZ,1
2006-01-10 13:05:14,LJU,BHT,1
2006-01-10 13:05:14,LJU,BHR,1
2006-01-10 13:05:14,LJU,BHZ,1
2006-01-10 13:05:14,OBKA,BHT,1
2006-01-10 13:05:14,OBKA,BHR,1
2006-01-10 13:05:14,OBKA,BHZ,1
2006-01-31 13:00:13,CEY,BHT,1
2006-01-31 13:00:13,CEY,BHR,1
2006-01-31 13:00:13,CEY,BHZ,1
2006-01-31 13:00:13,OBKA,BHT,1
2006-01-31 13:00:13,OBKA,BHR,1
2006-01-31 13:00:13,OBKA,BHZ,1
2006-03-01 13:43:13,CEY,BHT,1
2006-03-01 13:43:13,CEY,BHR,1
2006-03-01 13:43:13,CEY,BHZ,1
2006-03-01 13:43:13,LJU,BHT,0
2006-03-01 13:43:13,LJU,BHR,0
2006-03-01 13:43:13,LJU,BHZ,0
2006-03-17 13:01:50,CEY,BHT,1
2006-03-17 13:01:50,CEY,BHR,1
2006-03-17 13:01:50,CEY,BHZ,1
2006-03-20 13:00:53,CEY,BHT,1
2006-03-20 13:00:53,CEY,BHR,1
2006-03-20 13:00:53,CEY,BHZ,1
2006-03-20 13:00:53,OBKA,BHT,1
2006-03-20 13:00:53,OBKA,BHR,1
2006-03-20 13:00:53,OBKA,BHZ,1
2006-03-27 12:00:53,CEY,BHT,1
2006-03-27 12:00:53,CEY,BHR,1
2006-03-27 12:00:53,CEY,BHZ,1
2006-03-31 12:01:05,CEY,BHT,0
2006-03-31 12:01:05,CEY,BHR,0
2006-03-31 12:01:05,CEY,BHZ,0
2006-04-04 12:01:29,CEY,BHT,0
2006-04-04 12:01:29,CEY,BHR,0
2006-04-04 12:01:29,CEY,BHZ,0
2006-04-07 11:59:00,CEY,BHT,1
2006-04-07 11:59:00,CEY,BHR,1
2006-04-07 11:59:00,CEY,BHZ,1
2006-04-07 11:59:00,LJU,BHT,1
2006-04-07 11:59:00,LJU,BHR,1
2006-04-07 11:59:00,LJU,BHZ,1
2006-04-13 12:00:19,CEY,BHT,1
2006-04-13 12:00:19,CEY,BHR,1
2006-04-13 12:00:19,CEY,BHZ,1
2006-04-18 11:59:10,CEY,BHT,0
2006-04-18 11:59:10,CEY,BHR,0
2006-04-18 11:59:10,CEY,BHZ,0
2006-04-21 11:59:46,CEY,BHT,1
2006-04-21 11:59:46,CEY,BHR,1
2006-04-21 11:59:46,CEY,BHZ,1
2006-04-24 11:13:51,CEY,BHT,0
2006-04-24 11:13:51,CEY,BHR,0
2006-04-24 11:13:51,CEY,BHZ,0
2006-04-25 10:40:30,CEY,BHT,0
2006-04-25 10:40:30,CEY,BHR,0
2006-04-25 10:40:30,CEY,BHZ,0
2006-05-10 11:13:48,CEY,BHT,0
2006-05-10 11:13:48,CEY,BHR,0
2006-05-10 11:13:48,CEY,BHZ,0
2006-05-12 12:00:51,CEY,BHT,0
2006-05-12 12:00:51,CEY,BHR,0
2006-05-12 12:00:51,CEY,BHZ,0
2006-05-16 12:00:40,CEY,BHT,1
2006-05-16 12:00:40,CEY,BHR,1
2006-05-16 12:00:40,CEY,BHZ,1
2006-05-18 10:20:30,CEY,BHT,0
2006-05-18 10:20:30,CEY,BHR,0
2006-05-18 10:20:30,CEY,BHZ,0
2006-05-23 10:09:14,CEY,BHT,0
2006-05-23 10:09:14,CEY,BHR,0
2006-05-23 10:09:14,CEY,BHZ,0
2006-05-25 11:45:08,CEY,BHT,0
2006-05-25 11:45:08,CEY,BHR,0
2006-05-25 11:45:08,CEY,BHZ,0
2006-05-25 11:45:08,LJU,BHT,0
2006-05-25 11:45:08,LJU,BHR,0
2006-05-25 11:45:08,LJU,BHZ,0
2006-05-29 11:21:16,CEY,BHT,1
2006-05-29 11:21:16,CEY,BHR,1
2006-05-29 11:21:16,CEY,BHZ,1
2006-05-29 11:21:16,LJU,BHT,0
2006-05-29 11:21:16,LJU,BHR,0
2006-05-29 11:21:16,LJU,BHZ,0
2006-06-02 12:00:04,CADS,BHT,0
2006-06-02 12:00:04,CADS,BHR,0
2006-06-02 12:00:04,CADS,BHZ,0
2006-06-02 12:00:04,CEY,BHT,1
2006-06-02 12:00:04,CEY,BHR,1
2006-06-02 12:00:04,CEY,BHZ,1
2006-06-02 12:00:04,JAVS,BHT,1
2006-06-02 12:00:04,JAVS,BHR,1
2006-06-02 12:00:04,JAVS,BHZ,1
2006-06-02 12:00:04,ROBS,BHT,1
2006-06-02 12:00:04,ROBS,BHR,1
2006-06-02 12:00:04,ROBS,BHZ,1
2006-06-14 12:03:19,CADS,BHT,0
2006-06-14 12:03:19,CADS,BHR,0
2006-06-14 12:03:19,CADS,BHZ,0
2006-06-14 12:03:19,CEY,BHT,0
2006-06-14 12:03:19,CEY,BHR,0
2006-06-14 12:03:19,CEY,BHZ,0
2006-06-14 12:03:19,JAVS,BHT,1
2006-06-14 12:03:19,JAVS,BHR,1
2006-06-14 12:03:19,JAVS,BHZ,1
2006-06-14 12:03:19,KNDS,BHT,0
2006-06-14 12:03:19,KNDS,BHR,0
2006-06-14 12:03:19,KNDS,BHZ,0
2006-06-14 12:03:19,ROBS,BHT,0
2006-06-14 12:03:19,ROBS,BHR,0
2006-06-14 12:03:19,ROBS,BHZ,0
2006-06-15 11:21:44,CADS,BHT,1
2006-06-15 11:21:44,CADS,BHR,1
2006-06-15 11:21:44,CADS,BHZ,1
2006-06-15 11:21:44,CEY,BHT,0
2006-06-15 11:21:44,CEY,BHR,0
2006-06-15 11:21:44,CEY,BHZ,0
2006-06-15 11:21:44,JAVS,BHT,1
2006-06-15 11:21:44,JAVS,BHR,1
2006-06-15 11:21:44,JAVS,BHZ,1
2006-06-15 11:21:44,KNDS,BHT,1
2006-06-15 11:21:44,KNDS,BHR,1
2006-06-15 11:21:44,KNDS,BHZ,1
2006-06-15 11:21:44,ROBS,BHT,1
2006-06-15 11:21:44,ROBS,BHR,1
2006-06-15 11:21:44,ROBS,BHZ,1
2006-06-16 11:59:46,CADS,BHT,0
2006-06-16 11:59:46,CADS,BHR,0
2006-06-16 11:59:46,CADS,BHZ,0
2006-06-16 11:59:46,CEY,BHT,1
2006-06-16 11:59:46,CEY,BHR,1
2006-06-16 11:59:46,CEY,BHZ,1
2006-06-16 11:59:46,JAVS,BHT,1
2006-06-16 11:59:46,JAVS,BHR,1
2006-06-16 11:59:46,JAVS,BHZ,1
2006-06-16 11:59:46,KNDS,BHT,1
2006-06-16 11:59:46,KNDS,BHR,1
2006-06-16 11:59:46,KNDS,BHZ,1
2006-06-16 11:59:46,ROBS,BHT,1
2006-06-16 11:59:46,ROBS,BHR,1
2006-06-16 11:59:46,ROBS,BHZ,1
2006-06-16 11:59:46,VISS,BHT,0
2006-06-16 11:59:46,VISS,BHR,0
2006-06-16 11:59:46,VISS,BHZ,0
2006-06-16 11:59:46,OBKA,BHT,0
2006-06-16 11:59:46,OBKA,BHR,0
2006-06-16 11:59:46,OBKA,BHZ,0
2006-06-21 11:19:00,CADS,BHT,1
2006-06-21 11:19:00,CADS,BHR,1
2006-06-21 11:19:00,CADS,BHZ,1
2006-06-21 11:19:00,CEY,BHT,1
2006-06-21 11:19:00,CEY,BHR,1
2006-06-21 11:19:00,CEY,BHZ,1
2006-06-21 11:19:00,JAVS,BHT,1
2006-06-21 11:19:00,JAVS,BHR,1
2006-06-21 11:19:00,JAVS,BHZ,1
2006-06-21 11:19:00,KNDS,BHT,1
2006-06-21 11:19:00,KNDS,BHR,1
2006-06-21 11:19:00,KNDS,BHZ,1
2006-06-21 11:19:00,ROBS,BHT,1
2006-06-21 11:19:00,ROBS,BHR,1
2006-06-21 11:19:00,ROBS,BHZ,1
2006-06-30 10:52:51,CADS,BHT,0
2006-06-30 10:52:51,CADS,BHR,0
2006-06-30 10:52:51,CADS,BHZ,0
2006-06-30 10:52:51,JAVS,BHT,1
2006-06-30 10:52:51,JAVS,BHR,1
2006-06-30 10:52:51,JAVS,BHZ,1
2006-06-30 10:52:51,KNDS,BHT,1
2006-06-30 10:52:51,KNDS,BHR,1
2006-06-30 10:52:51,KNDS,BHZ,1
2006-06-30 10:52:51,ROBS,BHT,0
2006-06-30 10:52:51,ROBS,BHR,0
2006-06-30 10:52:51,ROBS,BHZ,0
2006-06-30 10:52:51,VISS,BHT,0
2006-06-30 10:52:51,VISS,BHR,0
2006-06-30 10:52:51,VISS,BHZ,0
2006-07-06 11:37:04,CADS,BHT,0
2006-07-06 11:37:04,CADS,BHR,0
2006-07-06 11:37:04,CADS,BHZ,0
2006-07-06 11:37:04,JAVS,BHT,0
2006-07-06 11:37:04,JAVS,BHR,0
2006-07-06 11:37:04,JAVS,BHZ,0
2006-07-06 11:37:04,KNDS,BHT,1
2006-07-06 11:37:04,KNDS,BHR,1
2006-07-06 11:37:04,KNDS,BHZ,1
2006-07-06 11:37:04,ROBS,BHT,1
2006-07-06 11:37:04,ROBS,BHR,1
2006-07-06 11:37:04,ROBS,BHZ,1
2006-07-06 11:37:04,VISS,BHT,1
2006-07-06 11:37:04,VISS,BHR,1
2006-07-06 11:37:04,VISS,BHZ,1
2006-07-06 12:01:03,CADS,BHT,1
2006-07-06 12:01:03,CADS,BHR,1
2006-07-06 12:01:03,CADS,BHZ,1
2006-07-06 12:01:03,JAVS,BHT,0
2006-07-06 12:01:03,JAVS,BHR,0
2006-07-06 12:01:03,JAVS,BHZ,0
2006-07-06 12:01:03,ROBS,BHT,1
2006-07-06 12:01:03,ROBS,BHR,1
2006-07-06 12:01:03,ROBS,BHZ,1
2006-07-06 12:01:03,VISS,BHT,0
2006-07-06 12:01:03,VISS,BHR,0
2006-07-06 12:01:03,VISS,BHZ,0
2006-07-11 09:04:41,CADS,BHT,1
2006-07-11 09:04:41,CADS,BHR,1
2006-07-11 09:04:41,CADS,BHZ,1
2006-07-11 09:04:41,CEY,BHT,0
2006-07-11 09:04:41,CEY,BHR,0
2006-07-11 09:04:41,CEY,BHZ,0
2006-07-11 09:04:41,JAVS,BHT,1
2006-07-11 09:04:41,JAVS,BHR,1
2006-07-11 09:04:41,JAVS,BHZ,1
2006-07-11 09:04:41,KNDS,BHT,1
2006-07-11 09:04:41,KNDS,BHR,1
2006-07-11 09:04:41,KNDS,BHZ,1
2006-07-11 09:04:41,ROBS,BHT,1
2006-07-11 09:04:41,ROBS,BHR,1
2006-07-11 09:04:41,ROBS,BHZ,1
2006-07-11 09:04:41,VISS,BHT,0
2006-07-11 09:04:41,VISS,BHR,0
2006-07-11 09:04:41,VISS,BHZ,0
2006-07-13 09:20:58,CADS,BHT,0
2006-07-13 09:20:58,CADS,BHR,0
2006-07-13 09:20:58,CADS,BHZ,0
2006-07-13 09:20:58,CEY,BHT,0
2006-07-13 09:20:58,CEY,BHR,0
2006-07-13 09:20:58,CEY,BHZ,0
2006-07-13 09:20:58,JAVS,BHT,1
2006-07-13 09:20:58,JAVS,BHR,1
2006-07-13 09:20:58,JAVS,BHZ,1
2006-07-13 09:20:58,KNDS,BHT,1
2006-07-13 09:20:58,KNDS,BHR,1
2006-07-13 09:20:58,KNDS,BHZ,1
2006-07-13 09:20:58,ROBS,BHT,1
2006-07-13 09:20:58,ROBS,BHR,1
2006-07-13 09:20:58,ROBS,BHZ,1
2006-07-13 09:20:58,VISS,BHT,0
2006-07-13 09:20:58,VISS,BHR,0
2006-07-13 09:20:58,VISS,BHZ,0
2006-07-17 11:06:34,CADS,BHT,0
2006-07-17 11:06:34,CADS,BHR,0
2006-07-17 11:06:34,CADS,BHZ,0
2006-07-17 11:06:34,JAVS,BHT,1
2006-07-17 11:06:34,JAVS,BHR,1
2006-07-17 11:06:34,JAVS,BHZ,1
