Earthquake,Station,Channel,Prediction
2011-11-25 13:20:07,JAVS,BHZ,0
2011-11-25 13:20:07,KNDS,BHT,1
2011-11-25 13:20:07,KNDS,BHR,1
2011-11-25 13:20:07,KNDS,BHZ,1
2011-11-25 13:20:07,MOZS,BHT,0
2011-11-25 13:20:07,MOZS,BHR,0
2011-11-25 13:20:07,MOZS,BHZ,0
2011-11-25 13:20:07,ROBS,BHT,1
2011-11-25 13:20:07,ROBS,BHR,1
2011-11-25 13:20:07,ROBS,BHZ,1
2011-11-25 13:20:07,SKDS,BHT,1
2011-11-25 13:20:07,SKDS,BHR,1
2011-11-25 13:20:07,SKDS,BHZ,1
2011-11-25 13:20:07,VISS,BHT,0
2011-11-25 13:20:07,VISS,BHR,0
2011-11-25 13:20:07,VISS,BHZ,0
2011-11-25 13:20:07,VOJS,BHT,1
2011-11-25 13:20:07,VOJS,BHR,1
2011-11-25 13:20:07,VOJS,BHZ,1
2011-11-25 13:20:07,ACOM,BHT,0
2011-11-25 13:20:07,ACOM,BHR,0
2011-11-25 13:20:07,ACOM,BHZ,0
2011-11-25 13:20:07,ACOM,HHT,0
2011-11-25 13:20:07,ACOM,HHR,0
2011-11-25 13:20:07,ACOM,HHZ,0
2011-11-25 13:20:07,SABO,BHT,1
2011-11-25 13:20:07,SABO,BHR,1
2011-11-25 13:20:07,SABO,BHZ,1
2011-11-25 13:20:07,SABO,HHT,0
2011-11-25 13:20:07,SABO,HHR,0
2011-11-25 13:20:07,SABO,HHZ,0
2011-12-07 12:57:30,CADS,BHT,0
2011-12-07 12:57:30,CADS,BHR,0
2011-12-07 12:57:30,CADS,BHZ,0
2011-12-07 12:57:30,CEY,BHT,0
2011-12-07 12:57:30,CEY,BHR,0
2011-12-07 12:57:30,CEY,BHZ,0
2011-12-07 12:57:30,CRNS,BHT,0
2011-12-07 12:57:30,CRNS,BHR,0
2011-12-07 12:57:30,CRNS,BHZ,0
2011-12-07 12:57:30,GBAS,BHT,1
2011-12-07 12:57:30,GBAS,BHR,1
2011-12-07 12:57:30,GBAS,BHZ,1
2011-12-07 12:57:30,GBRS,BHT,1
2011-12-07 12:57:30,GBRS,BHR,1
2011-12-07 12:57:30,GBRS,BHZ,1
2011-12-07 12:57:30,GORS,BHT,0
2011-12-07 12:57:30,GORS,BHR,0
2011-12-07 12:57:30,GORS,BHZ,0
2011-12-07 12:57:30,JAVS,BHT,1
2011-12-07 12:57:30,JAVS,BHR,1
2011-12-07 12:57:30,JAVS,BHZ,1
2011-12-07 12:57:30,KNDS,BHT,1
2011-12-07 12:57:30,KNDS,BHR,1
2011-12-07 12:57:30,KNDS,BHZ,1
2011-12-07 12:57:30,MOZS,BHT,0
2011-12-07 12:57:30,MOZS,BHR,0
2011-12-07 12:57:30,MOZS,BHZ,0
2011-12-07 12:57:30,ROBS,BHT,1
2011-12-07 12:57:30,ROBS,BHR,1
2011-12-07 12:57:30,ROBS,BHZ,1
2011-12-07 12:57:30,SKDS,BHT,1
2011-12-07 12:57:30,SKDS,BHR,1
2011-12-07 12:57:30,SKDS,BHZ,1
2011-12-07 12:57:30,VISS,BHT,0
2011-12-07 12:57:30,VISS,BHR,0
2011-12-07 12:57:30,VISS,BHZ,0
2011-12-07 12:57:30,VOJS,BHT,1
2011-12-07 12:57:30,VOJS,BHR,1
2011-12-07 12:57:30,VOJS,BHZ,1
2011-12-07 12:57:30,ACOM,BHT,0
2011-12-07 12:57:30,ACOM,BHR,0
2011-12-07 12:57:30,ACOM,BHZ,0
2011-12-07 12:57:30,ACOM,HHT,0
2011-12-07 12:57:30,ACOM,HHR,0
2011-12-07 12:57:30,ACOM,HHZ,0
2011-12-07 12:57:30,SABO,BHT,0
2011-12-07 12:57:30,SABO,BHR,0
2011-12-07 12:57:30,SABO,BHZ,0
2011-12-07 12:57:30,SABO,HHT,0
2011-12-07 12:57:30,SABO,HHR,0
2011-12-07 12:57:30,SABO,HHZ,0
2011-12-07 12:57:30,VINO,HHT,1
2011-12-07 12:57:30,VINO,HHR,1
2011-12-07 12:57:30,VINO,HHZ,1
2011-12-08 12:59:40,CADS,BHT,0
2011-12-08 12:59:40,CADS,BHR,0
2011-12-08 12:59:40,CADS,BHZ,0
2011-12-08 12:59:40,CEY,BHT,0
2011-12-08 12:59:40,CEY,BHR,0
2011-12-08 12:59:40,CEY,BHZ,0
2011-12-08 12:59:40,CRNS,BHT,0
2011-12-08 12:59:40,CRNS,BHR,0
2011-12-08 12:59:40,CRNS,BHZ,0
2011-12-08 12:59:40,GBAS,BHT,0
2011-12-08 12:59:40,GBAS,BHR,0
2011-12-08 12:59:40,GBAS,BHZ,0
2011-12-08 12:59:40,GORS,BHT,0
2011-12-08 12:59:40,GORS,BHR,0
2011-12-08 12:59:40,GORS,BHZ,0
2011-12-08 12:59:40,JAVS,BHT,1
2011-12-08 12:59:40,JAVS,BHR,1
2011-12-08 12:59:40,JAVS,BHZ,1
2011-12-08 12:59:40,ROBS,BHT,1
2011-12-08 12:59:40,ROBS,BHR,1
2011-12-08 12:59:40,ROBS,BHZ,1
2011-12-08 12:59:40,SKDS,BHT,1
2011-12-08 12:59:40,SKDS,BHR,1
2011-12-08 12:59:40,SKDS,BHZ,1
2011-12-08 12:59:40,VISS,BHT,1
2011-12-08 12:59:40,VISS,BHR,1
2011-12-08 12:59:40,VISS,BHZ,1
2011-12-08 12:59:40,VOJS,BHT,1
2011-12-08 12:59:40,VOJS,BHR,1
2011-12-08 12:59:40,VOJS,BHZ,1
2011-12-08 12:59:40,OBKA,BHT,1
2011-12-08 12:59:40,OBKA,BHR,1
2011-12-08 12:59:40,OBKA,BHZ,1
2011-12-08 12:59:40,ACOM,BHT,0
2011-12-08 12:59:40,ACOM,BHR,0
2011-12-08 12:59:40,ACOM,BHZ,0
2011-12-08 12:59:40,ACOM,HHT,0
2011-12-08 12:59:40,ACOM,HHR,0
2011-12-08 12:59:40,ACOM,HHZ,0
2011-12-08 12:59:40,SABO,BHT,1
2011-12-08 12:59:40,SABO,BHR,1
2011-12-08 12:59:40,SABO,BHZ,1
2011-12-08 12:59:40,SABO,HHT,1
2011-12-08 12:59:40,SABO,HHR,1
2011-12-08 12:59:40,SABO,HHZ,1
2011-12-08 12:59:40,VINO,HHT,0
2011-12-08 12:59:40,VINO,HHR,0
2011-12-08 12:59:40,VINO,HHZ,0
2011-12-20 12:59:38,CADS,BHT,1
2011-12-20 12:59:38,CADS,BHR,1
2011-12-20 12:59:38,CADS,BHZ,1
2011-12-20 12:59:38,CEY,BHT,1
2011-12-20 12:59:38,CEY,BHR,1
2011-12-20 12:59:38,CEY,BHZ,1
2011-12-20 12:59:38,CRNS,BHT,1
2011-12-20 12:59:38,CRNS,BHR,1
2011-12-20 12:59:38,CRNS,BHZ,1
2011-12-20 12:59:38,GBAS,BHT,0
2011-12-20 12:59:38,GBAS,BHR,0
2011-12-20 12:59:38,GBAS,BHZ,0
2011-12-20 12:59:38,GORS,BHT,0
2011-12-20 12:59:38,GORS,BHR,0
2011-12-20 12:59:38,GORS,BHZ,0
2011-12-20 12:59:38,JAVS,BHT,0
2011-12-20 12:59:38,JAVS,BHR,0
2011-12-20 12:59:38,JAVS,BHZ,0
2011-12-20 12:59:38,MOZS,BHT,0
2011-12-20 12:59:38,MOZS,BHR,0
2011-12-20 12:59:38,MOZS,BHZ,0
2011-12-20 12:59:38,ROBS,BHT,1
2011-12-20 12:59:38,ROBS,BHR,1
2011-12-20 12:59:38,ROBS,BHZ,1
2011-12-20 12:59:38,SKDS,BHT,1
2011-12-20 12:59:38,SKDS,BHR,1
2011-12-20 12:59:38,SKDS,BHZ,1
2011-12-20 12:59:38,VISS,BHT,1
2011-12-20 12:59:38,VISS,BHR,1
2011-12-20 12:59:38,VISS,BHZ,1
2011-12-20 12:59:38,VOJS,BHT,0
2011-12-20 12:59:38,VOJS,BHR,0
2011-12-20 12:59:38,VOJS,BHZ,0
2011-12-20 12:59:38,ACOM,BHT,1
2011-12-20 12:59:38,ACOM,BHR,1
2011-12-20 12:59:38,ACOM,BHZ,1
2011-12-20 12:59:38,ACOM,HHT,0
2011-12-20 12:59:38,ACOM,HHR,0
2011-12-20 12:59:38,ACOM,HHZ,0
2011-12-20 12:59:38,SABO,BHT,1
2011-12-20 12:59:38,SABO,BHR,1
2011-12-20 12:59:38,SABO,BHZ,1
2011-12-20 12:59:38,SABO,HHT,0
2011-12-20 12:59:38,SABO,HHR,0
2011-12-20 12:59:38,SABO,HHZ,0
2011-12-20 12:59:38,VINO,HHT,0
2011-12-20 12:59:38,VINO,HHR,0
2011-12-20 12:59:38,VINO,HHZ,0
2012-01-09 13:00:28,CADS,BHT,1
2012-01-09 13:00:28,CADS,BHR,1
2012-01-09 13:00:28,CADS,BHZ,1
2012-01-09 13:00:28,CEY,BHT,1
2012-01-09 13:00:28,CEY,BHR,1
2012-01-09 13:00:28,CEY,BHZ,1
2012-01-09 13:00:28,CRNS,BHT,0
2012-01-09 13:00:28,CRNS,BHR,0
2012-01-09 13:00:28,CRNS,BHZ,0
2012-01-09 13:00:28,GBAS,BHT,1
2012-01-09 13:00:28,GBAS,BHR,1
2012-01-09 13:00:28,GBAS,BHZ,1
2012-01-09 13:00:28,GBRS,BHT,1
2012-01-09 13:00:28,GBRS,BHR,1
2012-01-09 13:00:28,GBRS,BHZ,1
2012-01-09 13:00:28,GORS,BHT,0
2012-01-09 13:00:28,GORS,BHR,0
2012-01-09 13:00:28,GORS,BHZ,0
2012-01-09 13:00:28,JAVS,BHT,1
2012-01-09 13:00:28,JAVS,BHR,1
2012-01-09 13:00:28,JAVS,BHZ,1
2012-01-09 13:00:28,KNDS,BHT,1
2012-01-09 13:00:28,KNDS,BHR,1
2012-01-09 13:00:28,KNDS,BHZ,1
2012-01-09 13:00:28,MOZS,BHT,0
2012-01-09 13:00:28,MOZS,BHR,0
2012-01-09 13:00:28,MOZS,BHZ,0
2012-01-09 13:00:28,ROBS,BHT,1
2012-01-09 13:00:28,ROBS,BHR,1
2012-01-09 13:00:28,ROBS,BHZ,1
2012-01-09 13:00:28,SKDS,BHT,0
2012-01-09 13:00:28,SKDS,BHR,0
2012-01-09 13:00:28,SKDS,BHZ,0
2012-01-09 13:00:28,VISS,BHT,1
2012-01-09 13:00:28,VISS,BHR,1
2012-01-09 13:00:28,VISS,BHZ,1
2012-01-09 13:00:28,VOJS,BHT,0
2012-01-09 13:00:28,VOJS,BHR,0
2012-01-09 13:00:28,VOJS,BHZ,0
2012-01-09 13:00:28,ACOM,BHT,0
2012-01-09 13:00:28,ACOM,BHR,0
2012-01-09 13:00:28,ACOM,BHZ,0
2012-01-09 13:00:28,ACOM,HHT,0
2012-01-09 13:00:28,ACOM,HHR,0
2012-01-09 13:00:28,ACOM,HHZ,0
2012-01-09 13:00:28,SABO,BHT,0
2012-01-09 13:00:28,SABO,BHR,0
2012-01-09 13:00:28,SABO,BHZ,0
2012-01-09 13:00:28,SABO,HHT,0
2012-01-09 13:00:28,SABO,HHR,0
2012-01-09 13:00:28,SABO,HHZ,0
2012-01-09 13:00:28,VINO,HHT,1
2012-01-09 13:00:28,VINO,HHR,1
2012-01-09 13:00:28,VINO,HHZ,1
2012-01-17 09:54:16,CADS,BHT,1
2012-01-17 09:54:16,CADS,BHR,1
2012-01-17 09:54:16,CADS,BHZ,1
2012-01-17 09:54:16,CEY,BHT,0
2012-01-17 09:54:16,CEY,BHR,0
2012-01-17 09:54:16,CEY,BHZ,0
2012-01-17 09:54:16,CRNS,BHT,0
2012-01-17 09:54:16,CRNS,BHR,0
2012-01-17 09:54:16,CRNS,BHZ,0
2012-01-17 09:54:16,GBAS,BHT,0
2012-01-17 09:54:16,GBAS,BHR,0
2012-01-17 09:54:16,GBAS,BHZ,0
2012-01-17 09:54:16,GBRS,BHT,1
2012-01-17 09:54:16,GBRS,BHR,1
2012-01-17 09:54:16,GBRS,BHZ,1
2012-01-17 09:54:16,GORS,BHT,1
2012-01-17 09:54:16,GORS,BHR,1
2012-01-17 09:54:16,GORS,BHZ,1
2012-01-17 09:54:16,JAVS,BHT,1
2012-01-17 09:54:16,JAVS,BHR,1
2012-01-17 09:54:16,JAVS,BHZ,1
2012-01-17 09:54:16,KNDS,BHT,1
2012-01-17 09:54:16,KNDS,BHR,1
2012-01-17 09:54:16,KNDS,BHZ,1
2012-01-17 09:54:16,MOZS,BHT,1
2012-01-17 09:54:16,MOZS,BHR,1
2012-01-17 09:54:16,MOZS,BHZ,1
2012-01-17 09:54:16,ROBS,BHT,0
2012-01-17 09:54:16,ROBS,BHR,0
2012-01-17 09:54:16,ROBS,BHZ,0
2012-01-17 09:54:16,SKDS,BHT,0
2012-01-17 09:54:16,SKDS,BHR,0
2012-01-17 09:54:16,SKDS,BHZ,0
2012-01-17 09:54:16,VISS,BHT,0
2012-01-17 09:54:16,VISS,BHR,0
2012-01-17 09:54:16,VISS,BHZ,0
2012-01-17 09:54:16,VOJS,BHT,0
2012-01-17 09:54:16,VOJS,BHR,0
2012-01-17 09:54:16,VOJS,BHZ,0
2012-01-17 09:54:16,ACOM,BHT,0
2012-01-17 09:54:16,ACOM,BHR,0
2012-01-17 09:54:16,ACOM,BHZ,0
2012-01-17 09:54:16,ACOM,HHT,1
2012-01-17 09:54:16,ACOM,HHR,1
2012-01-17 09:54:16,ACOM,HHZ,1
2012-01-17 09:54:16,SABO,BHT,1
2012-01-17 09:54:16,SABO,BHR,1
2012-01-17 09:54:16,SABO,BHZ,1
2012-01-17 09:54:16,SABO,HHT,0
2012-01-17 09:54:16,SABO,HHR,0
2012-01-17 09:54:16,SABO,HHZ,0
2012-01-17 09:54:16,VINO,HHT,1
2012-01-17 09:54:16,VINO,HHR,1
2012-01-17 09:54:16,VINO,HHZ,1
2012-02-16 13:44:41,CADS,BHT,0
2012-02-16 13:44:41,CADS,BHR,0
2012-02-16 13:44:41,CADS,BHZ,0
2012-02-16 13:44:41,CEY,BHT,0
2012-02-16 13:44:41,CEY,BHR,0
2012-02-16 13:44:41,CEY,BHZ,0
2012-02-16 13:44:41,CRNS,BHT,0
2012-02-16 13:44:41,CRNS,BHR,0
2012-02-16 13:44:41,CRNS,BHZ,0
2012-02-16 13:44:41,GBAS,BHT,0
2012-02-16 13:44:41,GBAS,BHR,0
2012-02-16 13:44:41,GBAS,BHZ,0
2012-02-16 13:44:41,GBRS,BHT,1
2012-02-16 13:44:41,GBRS,BHR,1
2012-02-16 13:44:41,GBRS,BHZ,1
2012-02-16 13:44:41,GORS,BHT,1
2012-02-16 13:44:41,GORS,BHR,1
2012-02-16 13:44:41,GORS,BHZ,1
2012-02-16 13:44:41,JAVS,BHT,0
2012-02-16 13:44:41,JAVS,BHR,0
2012-02-16 13:44:41,JAVS,BHZ,0
2012-02-16 13:44:41,LJU,BHT,0
2012-02-16 13:44:41,LJU,BHR,0
2012-02-16 13:44:41,LJU,BHZ,0
2012-02-16 13:44:41,MOZS,BHT,0
2012-02-16 13:44:41,MOZS,BHR,0
2012-02-16 13:44:41,MOZS,BHZ,0
2012-02-16 13:44:41,ROBS,BHT,0
2012-02-16 13:44:41,ROBS,BHR,0
2012-02-16 13:44:41,ROBS,BHZ,0
2012-02-16 13:44:41,SKDS,BHT,1
2012-02-16 13:44:41,SKDS,BHR,1
2012-02-16 13:44:41,SKDS,BHZ,1
2012-02-16 13:44:41,VISS,BHT,0
2012-02-16 13:44:41,VISS,BHR,0
2012-02-16 13:44:41,VISS,BHZ,0
2012-02-16 13:44:41,VOJS,BHT,0
2012-02-16 13:44:41,VOJS,BHR,0
2012-02-16 13:44:41,VOJS,BHZ,0
2012-02-16 13:44:41,ACOM,BHT,0
2012-02-16 13:44:41,ACOM,BHR,0
2012-02-16 13:44:41,ACOM,BHZ,0
2012-02-16 13:44:41,ACOM,HHT,1
2012-02-16 13:44:41,ACOM,HHR,1
2012-02-16 13:44:41,ACOM,HHZ,1
2012-02-16 13:44:41,SABO,BHT,1
2012-02-16 13:44:41,SABO,BHR,1
2012-02-16 13:44:41,SABO,BHZ,1
2012-02-16 13:44:41,SABO,HHT,1
2012-02-16 13:44:41,SABO,HHR,1
2012-02-16 13:44:41,SABO,HHZ,1
2012-02-16 13:44:41,VINO,HHT,1
2012-02-16 13:44:41,VINO,HHR,1
2012-02-16 13:44:41,VINO,HHZ,1
2012-03-22 12:58:51,CADS,BHT,0
2012-03-22 12:58:51,CADS,BHR,0
2012-03-22 12:58:51,CADS,BHZ,0
2012-03-22 12:58:51,CRNS,BHT,0
2012-03-22 12:58:51,CRNS,BHR,0
2012-03-22 12:58:51,CRNS,BHZ,0
2012-03-22 12:58:51,GBAS,BHT,1
2012-03-22 12:58:51,GBAS,BHR,1
2012-03-22 12:58:51,GBAS,BHZ,1
2012-03-22 12:58:51,GORS,BHT,0
2012-03-22 12:58:51,GORS,BHR,0
2012-03-22 12:58:51,GORS,BHZ,0
2012-03-22 12:58:51,JAVS,BHT,1
2012-03-22 12:58:51,JAVS,BHR,1
2012-03-22 12:58:51,JAVS,BHZ,1
2012-03-22 12:58:51,KNDS,BHT,1
2012-03-22 12:58:51,KNDS,BHR,1
2012-03-22 12:58:51,KNDS,BHZ,1
2012-03-22 12:58:51,MOZS,BHT,0
2012-03-22 12:58:51,MOZS,BHR,0
2012-03-22 12:58:51,MOZS,BHZ,0
2012-03-22 12:58:51,ROBS,BHT,1
2012-03-22 12:58:51,ROBS,BHR,1
2012-03-22 12:58:51,ROBS,BHZ,1
2012-03-22 12:58:51,SKDS,BHT,1
2012-03-22 12:58:51,SKDS,BHR,1
2012-03-22 12:58:51,SKDS,BHZ,1
2012-03-22 12:58:51,VISS,BHT,0
2012-03-22 12:58:51,VISS,BHR,0
2012-03-22 12:58:51,VISS,BHZ,0
2012-03-22 12:58:51,VOJS,BHT,1
2012-03-22 12:58:51,VOJS,BHR,1
2012-03-22 12:58:51,VOJS,BHZ,1
2012-03-22 12:58:51,ACOM,BHT,1
2012-03-22 12:58:51,ACOM,BHR,1
2012-03-22 12:58:51,ACOM,BHZ,1
2012-03-22 12:58:51,ACOM,HHT,0
2012-03-22 12:58:51,ACOM,HHR,0
2012-03-22 12:58:51,ACOM,HHZ,0
2012-03-22 12:58:51,SABO,BHT,0
2012-03-22 12:58:51,SABO,BHR,0
2012-03-22 12:58:51,SABO,BHZ,0
2012-03-22 12:58:51,SABO,HHT,0
2012-03-22 12:58:51,SABO,HHR,0
2012-03-22 12:58:51,SABO,HHZ,0
2012-03-22 12:58:51,VINO,HHT,1
2012-03-22 12:58:51,VINO,HHR,1
2012-03-22 12:58:51,VINO,HHZ,1
2012-03-30 11:59:42,CADS,BHT,1
2012-03-30 11:59:42,CADS,BHR,1
2012-03-30 11:59:42,CADS,BHZ,1
2012-03-30 11:59:42,CEY,BHT,0
2012-03-30 11:59:42,CEY,BHR,0
2012-03-30 11:59:42,CEY,BHZ,0
2012-03-30 11:59:42,CRNS,BHT,1
2012-03-30 11:59:42,CRNS,BHR,1
2012-03-30 11:59:42,CRNS,BHZ,1
2012-03-30 11:59:42,GBAS,BHT,0
2012-03-30 11:59:42,GBAS,BHR,0
2012-03-30 11:59:42,GBAS,BHZ,0
2012-03-30 11:59:42,GORS,BHT,0
2012-03-30 11:59:42,GORS,BHR,0
2012-03-30 11:59:42,GORS,BHZ,0
2012-03-30 11:59:42,JAVS,BHT,1
2012-03-30 11:59:42,JAVS,BHR,1
2012-03-30 11:59:42,JAVS,BHZ,1
2012-03-30 11:59:42,ROBS,BHT,1
2012-03-30 11:59:42,ROBS,BHR,1
2012-03-30 11:59:42,ROBS,BHZ,1
2012-03-30 11:59:42,VOJS,BHT,1
2012-03-30 11:59:42,VOJS,BHR,1
2012-03-30 11:59:42,VOJS,BHZ,1
2012-03-30 11:59:42,ACOM,BHT,0
2012-03-30 11:59:42,ACOM,BHR,0
2012-03-30 11:59:42,ACOM,BHZ,0
2012-03-30 11:59:42,ACOM,HHT,0
2012-03-30 11:59:42,ACOM,HHR,0
2012-03-30 11:59:42,ACOM,HHZ,0
2012-03-30 11:59:42,SABO,BHT,0
2012-03-30 11:59:42,SABO,BHR,0
2012-03-30 11:59:42,SABO,BHZ,0
2012-03-30 11:59:42,SABO,HHT,0
2012-03-30 11:59:42,SABO,HHR,0
2012-03-30 11:59:42,SABO,HHZ,0
2012-03-30 11:59:42,VINO,HHT,0
2012-03-30 11:59:42,VINO,HHR,0
2012-03-30 11:59:42,VINO,HHZ,0
2012-03-30 12:25:00,CADS,BHT,0
2012-03-30 12:25:00,CADS,BHR,0
2012-03-30 12:25:00,CADS,BHZ,0
2012-03-30 12:25:00,CEY,BHT,1
2012-03-30 12:25:00,CEY,BHR,1
2012-03-30 12:25:00,CEY,BHZ,1
2012-03-30 12:25:00,CRNS,BHT,0
2012-03-30 12:25:00,CRNS,BHR,0
2012-03-30 12:25:00,CRNS,BHZ,0
2012-03-30 12:25:00,GBAS,BHT,1
2012-03-30 12:25:00,GBAS,BHR,1
2012-03-30 12:25:00,GBAS,BHZ,1
2012-03-30 12:25:00,GBRS,BHT,1
2012-03-30 12:25:00,GBRS,BHR,1
2012-03-30 12:25:00,GBRS,BHZ,1
2012-03-30 12:25:00,GORS,BHT,0
2012-03-30 12:25:00,GORS,BHR,0
2012-03-30 12:25:00,GORS,BHZ,0
2012-03-30 12:25:00,JAVS,BHT,1
2012-03-30 12:25:00,JAVS,BHR,1
2012-03-30 12:25:00,JAVS,BHZ,1
2012-03-30 12:25:00,KNDS,BHT,1
2012-03-30 12:25:00,KNDS,BHR,1
2012-03-30 12:25:00,KNDS,BHZ,1
2012-03-30 12:25:00,MOZS,BHT,1
2012-03-30 12:25:00,MOZS,BHR,1
2012-03-30 12:25:00,MOZS,BHZ,1
2012-03-30 12:25:00,ROBS,BHT,1
2012-03-30 12:25:00,ROBS,BHR,1
2012-03-30 12:25:00,ROBS,BHZ,1
2012-03-30 12:25:00,VISS,BHT,0
2012-03-30 12:25:00,VISS,BHR,0
2012-03-30 12:25:00,VISS,BHZ,0
2012-03-30 12:25:00,VOJS,BHT,1
2012-03-30 12:25:00,VOJS,BHR,1
2012-03-30 12:25:00,VOJS,BHZ,1
2012-03-30 12:25:00,ACOM,BHT,1
2012-03-30 12:25:00,ACOM,BHR,1
2012-03-30 12:25:00,ACOM,BHZ,1
2012-03-30 12:25:00,ACOM,HHT,1
2012-03-30 12:25:00,ACOM,HHR,1
2012-03-30 12:25:00,ACOM,HHZ,1
2012-03-30 12:25:00,SABO,BHT,0
2012-03-30 12:25:00,SABO,BHR,0
2012-03-30 12:25:00,SABO,BHZ,0
2012-03-30 12:25:00,SABO,HHT,0
2012-03-30 12:25:00,SABO,HHR,0
2012-03-30 12:25:00,SABO,HHZ,0
2012-03-30 12:25:00,VINO,HHT,1
2012-03-30 12:25:00,VINO,HHR,1
2012-03-30 12:25:00,VINO,HHZ,1
2012-04-18 12:00:22,CADS,BHT,0
2012-04-18 12:00:22,CADS,BHR,0
2012-04-18 12:00:22,CADS,BHZ,0
2012-04-18 12:00:22,CEY,BHT,1
2012-04-18 12:00:22,CEY,BHR,1
2012-04-18 12:00:22,CEY,BHZ,1
2012-04-18 12:00:22,CRNS,BHT,0
2012-04-18 12:00:22,CRNS,BHR,0
2012-04-18 12:00:22,CRNS,BHZ,0
2012-04-18 12:00:22,GBAS,BHT,1
2012-04-18 12:00:22,GBAS,BHR,1
2012-04-18 12:00:22,GBAS,BHZ,1
2012-04-18 12:00:22,GORS,BHT,0
2012-04-18 12:00:22,GORS,BHR,0
2012-04-18 12:00:22,GORS,BHZ,0
2012-04-18 12:00:22,JAVS,BHT,1
2012-04-18 12:00:22,JAVS,BHR,1
2012-04-18 12:00:22,JAVS,BHZ,1
2012-04-18 12:00:22,KNDS,BHT,1
2012-04-18 12:00:22,KNDS,BHR,1
2012-04-18 12:00:22,KNDS,BHZ,1
2012-04-18 12:00:22,ROBS,BHT,1
2012-04-18 12:00:22,ROBS,BHR,1
2012-04-18 12:00:22,ROBS,BHZ,1
2012-04-18 12:00:22,SKDS,BHT,1
2012-04-18 12:00:22,SKDS,BHR,1
2012-04-18 12:00:22,SKDS,BHZ,1
2012-04-18 12:00:22,VISS,BHT,1
2012-04-18 12:00:22,VISS,BHR,1
2012-04-18 12:00:22,VISS,BHZ,1
2012-04-18 12:00:22,VOJS,BHT,1
2012-04-18 12:00:22,VOJS,BHR,1
2012-04-18 12:00:22,VOJS,BHZ,1
2012-04-18 12:00:22,ACOM,BHT,0
2012-04-18 12:00:22,ACOM,BHR,0
2012-04-18 12:00:22,ACOM,BHZ,0
2012-04-18 12:00:22,ACOM,HHT,0
2012-04-18 12:00:22,ACOM,HHR,0
2012-04-18 12:00:22,ACOM,HHZ,0
2012-04-18 12:00:22,SABO,BHT,0
2012-04-18 12:00:22,SABO,BHR,0
2012-04-18 12:00:22,SABO,BHZ,0
2012-04-18 12:00:22,SABO,HHT,0
2012-04-18 12:00:22,SABO,HHR,0
2012-04-18 12:00:22,SABO,HHZ,0
2012-04-18 12:00:22,VINO,HHT,0
2012-04-18 12:00:22,VINO,HHR,0
2012-04-18 12:00:22,VINO,HHZ,0
2012-05-03 08:41:10,CEY,BHT,0
2012-05-03 08:41:10,CEY,BHR,0
2012-05-03 08:41:10,CEY,BHZ,0
2012-05-03 08:41:10,CRNS,BHT,0
2012-05-03 08:41:10,CRNS,BHR,0
2012-05-03 08:41:10,CRNS,BHZ,0
2012-05-03 08:41:10,GBAS,BHT,0
2012-05-03 08:41:10,GBAS,BHR,0
2012-05-03 08:41:10,GBAS,BHZ,0
2012-05-03 08:41:10,GBRS,BHT,1
2012-05-03 08:41:10,GBRS,BHR,1
2012-05-03 08:41:10,GBRS,BHZ,1
2012-05-03 08:41:10,JAVS,BHT,1
2012-05-03 08:41:10,JAVS,BHR,1
2012-05-03 08:41:10,JAVS,BHZ,1
2012-05-03 08:41:10,KNDS,BHT,1
2012-05-03 08:41:10,KNDS,BHR,1
2012-05-03 08:41:10,KNDS,BHZ,1
2012-05-03 08:41:10,SKDS,BHT,0
2012-05-03 08:41:10,SKDS,BHR,0
2012-05-03 08:41:10,SKDS,BHZ,0
2012-05-03 08:41:10,VISS,BHT,0
2012-05-03 08:41:10,VISS,BHR,0
2012-05-03 08:41:10,VISS,BHZ,0
2012-05-03 08:41:10,VOJS,BHT,0
2012-05-03 08:41:10,VOJS,BHR,0
2012-05-03 08:41:10,VOJS,BHZ,0
2012-05-03 08:41:10,SABO,BHT,0
2012-05-03 08:41:10,SABO,BHR,0
2012-05-03 08:41:10,SABO,BHZ,0
2012-05-03 08:41:10,SABO,HHT,0
2012-05-03 08:41:10,SABO,HHR,0
2012-05-03 08:41:10,SABO,HHZ,0
2012-05-10 11:59:37,CADS,BHT,0
2012-05-10 11:59:37,CADS,BHR,0
2012-05-10 11:59:37,CADS,BHZ,0
2012-05-10 11:59:37,CEY,BHT,0
2012-05-10 11:59:37,CEY,BHR,0
2012-05-10 11:59:37,CEY,BHZ,0
2012-05-10 11:59:37,CRNS,BHT,0
2012-05-10 11:59:37,CRNS,BHR,0
2012-05-10 11:59:37,CRNS,BHZ,0
2012-05-10 11:59:37,GBAS,BHT,1
2012-05-10 11:59:37,GBAS,BHR,1
2012-05-10 11:59:37,GBAS,BHZ,1
2012-05-10 11:59:37,GORS,BHT,1
2012-05-10 11:59:37,GORS,BHR,1
2012-05-10 11:59:37,GORS,BHZ,1
2012-05-10 11:59:37,KNDS,BHT,1
2012-05-10 11:59:37,KNDS,BHR,1
2012-05-10 11:59:37,KNDS,BHZ,1
2012-05-10 11:59:37,ROBS,BHT,1
2012-05-10 11:59:37,ROBS,BHR,1
2012-05-10 11:59:37,ROBS,BHZ,1
2012-05-10 11:59:37,SKDS,BHT,1
