,fold,fnr,fpr,acc
0,0.0,0.8525530694205393,0.05458680818802123,0.6279388267518832
1,1.0,0.8542742398164085,0.0420773313115997,0.6347865784067565
2,2.0,0.8398392652123995,0.050776809397499054,0.6354713535722438
3,3.0,0.8599311136624569,0.04509283819628647,0.6309061858023283
4,4.0,0.8427095292766934,0.047384382107657316,0.6363013698630137
