,fold,fnr,fpr,acc
0,0.0,0.4853700516351119,0.19484457922668688,0.689568591645743
1,1.0,0.48479632816982215,0.1853677028051554,0.6955033097466332
2,2.0,0.46670493685419057,0.19136036377415688,0.6991554439625656
3,3.0,0.4845005740528129,0.1951496779082986,0.6897968500342387
4,4.0,0.5063145809414467,0.1846095526914329,0.6874429223744293
