,fold,fnr,fpr,acc
0,0.0,0.7951807228915663,0.1607278241091736,0.5868523168226433
1,1.0,0.7888697647733792,0.1516300227445034,0.5948413604199955
2,2.0,0.7755453501722158,0.1655930276619932,0.5918740013695504
3,3.0,0.7835820895522388,0.16976127320954906,0.5861675416571559
4,4.0,0.7732491389207807,0.16148597422289612,0.5952054794520548
