,fold,fnr,fpr,acc
0,0.0,0.3993115318416523,0.13191811978771797,0.7616982424104086
1,1.0,0.3930005737234653,0.13495072024260804,0.7623830175758959
2,2.0,0.3983926521239954,0.13755210306934446,0.7587308833599635
3,3.0,0.41274397244546496,0.1398256915498295,0.7516548733165944
4,4.0,0.40642939150401836,0.13836239575435935,0.7550228310502283
