,fold,fnr,fpr,acc
0,0.0,0.6546184738955824,0.1372251705837756,0.6569276420908469
1,1.0,0.6454388984509466,0.13912054586808187,0.6594384843643004
2,2.0,0.6504018369690011,0.1398256915498295,0.6571559004793426
3,3.0,0.6383467278989667,0.1436150056839712,0.6596667427527961
4,4.0,0.6572904707233066,0.1315390447308567,0.6593607305936073
