	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0264582231831	0.0462782162367	0.965625584126
1	1.0	0.0	0.0278583404566	0.0231274873495	0.975050806999
2	2.0	0.0	0.0236499863769	0.0266186920294	0.975605249405
3	3.0	0.0	0.0163053693816	0.0251775825582	0.97893178463
4	4.0	0.0	0.025866171846	0.0184880433165	0.977822959423
5	0.0	1.0	0.000406259607585	0.000523315595919	0.999260783195
6	1.0	1.0	0.0	0.00205121021207	0.998891174793
7	2.0	1.0	0.000920058470736	0.000341089633585	0.998521506786
8	3.0	1.0	0.00021906154876	0.00157461917044	0.998891174793
9	4.0	1.0	0.000525747687479	0.00156994671536	0.998336732388
10	0.0	2.0	0.000637338626839	0.00103659118767	0.998891174793
11	1.0	2.0	0.000164222238011	0.00157160606559	0.999260783195
12	2.0	2.0	0.00107917471694	0.000262730490234	0.999260783195
13	3.0	2.0	0.000164222238011	0.00157160606559	0.999260783195
14	4.0	2.0	0.000164222238011	0.00157160606559	0.999260783195
15	0.0	3.0	0.00886862822144	0.00951904742697	0.988724589348
16	1.0	3.0	0.00823459849397	0.00951904742697	0.989094257355
17	2.0	3.0	0.00823459849397	0.00951904742697	0.989094257355
18	3.0	3.0	0.00861579344609	0.00951904742697	0.988909423351
19	4.0	3.0	0.00861579344609	0.00951904742697	0.988909423351
