	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0485614920897	0.0252653631996	0.96163392067
1	1.0	0.0	0.0309685101522	0.0408260520905	0.96637326479
2	2.0	0.0	0.0381480229835	0.0274315827979	0.96705031395
3	3.0	0.0	0.0505631945596	0.0230413754599	0.963439404964
4	4.0	0.0	0.0307718123153	0.0333886907345	0.96975851059
5	0.0	1.0	0.0148663033138	0.00561245082846	0.98487585783
6	1.0	1.0	0.0092914392162	0.0136524810024	0.985778808594
7	2.0	1.0	0.0119788997759	0.00893887192308	0.985778808594
8	3.0	1.0	0.00628054240647	0.0103897579717	0.987358927727
9	4.0	1.0	0.00425171591586	0.010467609242	0.98893904686
