	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0319186816634	0.024801034835	0.971539437771
1	1.0	0.0	0.0139451709665	0.0359022282529	0.976714074612
2	2.0	0.0	0.0139331707925	0.0289151683122	0.980410277843
3	3.0	0.0	0.0256461548639	0.0164983816215	0.979671061039
4	4.0	0.0	0.023942012137	0.0204870017791	0.979301452637
5	0.0	1.0	0.00603016666539	0.00151387723118	0.995934188366
6	1.0	1.0	0.00287568050003	0.00175217258083	0.997043073177
7	2.0	1.0	0.00189189515157	0.00429399127409	0.996488630772
8	3.0	1.0	0.000107539308344	0.00302308213148	0.997967123985
9	4.0	1.0	0.00219858122047	0.00149985981062	0.997782289982
10	0.0	2.0	0.000770280459677	0.0045524025445	0.996858239174
11	1.0	2.0	0.000355814840919	0.007805483755	0.995379805565
12	2.0	2.0	0.000488756626353	0.00111302187124	0.998891174793
13	3.0	2.0	0.00213097889345	0.000391707261273	0.997597515583
14	4.0	2.0	0.00060996829273	0.00108913734842	0.99870634079
15	0.0	3.0	0.00525894050291	0.00538931926081	0.99371534586
16	1.0	3.0	0.00525894050291	0.00538931926081	0.99371534586
17	2.0	3.0	0.00567125393405	0.00538931926081	0.993345677853
18	3.0	3.0	0.00567125393405	0.00538931926081	0.993345677853
19	4.0	3.0	0.00508001211532	0.00558643111536	0.993900179863
