	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0514766294256	0.0442380755592	0.953735053539
1	1.0	0.0	0.0354130852857	0.041642042117	0.961182594299
2	2.0	0.0	0.0276886338365	0.0505206130186	0.963213741779
3	3.0	0.0	0.0961212319456	0.0117771210075	0.944482028484
4	4.0	0.0	0.0403598036643	0.0338046976672	0.96366506815
5	0.0	1.0	0.00583155761646	0.0169997444686	0.98487585783
6	1.0	1.0	0.0044465629583	0.0253530031766	0.982618510723
7	2.0	1.0	0.0105416615302	0.0109246477921	0.98532730341
8	3.0	1.0	0.00468206774538	0.0169771882339	0.98510158062
9	4.0	1.0	0.0036671528317	0.0241500125688	0.983747184277
