	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0199794067792	0.0556698981034	0.96298801899
1	1.0	0.0	0.0506242459089	0.0251394054701	0.958700060844
2	2.0	0.0	0.0566736512624	0.0225471273013	0.957797348499
3	3.0	0.0	0.0281993368281	0.0442111707505	0.962085306644
4	4.0	0.0	0.036091642443	0.0264640310777	0.967953085899
5	0.0	1.0	0.00995649766522	0.00502224451398	0.98848760128
6	1.0	1.0	0.00463829910168	0.00778738177453	0.990970671177
7	2.0	1.0	0.00753651634054	0.00602379003582	0.990293443203
8	3.0	1.0	0.00474777456366	0.00983401883155	0.990067720413
9	4.0	1.0	0.00549105507234	0.00881070106635	0.990519165993
