	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0155573065708	0.0154245229872	0.985400140285
1	1.0	0.0	0.0100648458015	0.0247173558077	0.985584914684
2	2.0	0.0	0.0111209339938	0.0141135784917	0.98872667551
3	3.0	0.0	0.00771264753701	0.0193620061533	0.988357067108
4	4.0	0.0	0.0061645176944	0.0184043664388	0.989465892315
5	0.0	1.0	0.000410242517965	0.00140641071289	0.999075949192
6	1.0	1.0	0.00240569389055	0.00509298186875	0.996673464775
7	2.0	1.0	0.00115505171409	0.00284085592402	0.998151898384
8	3.0	1.0	0.000693031035142	0.00106532104986	0.999075949192
9	4.0	1.0	0.00610185953626	0.00137370332795	0.996303796768
10	0.0	2.0	0.0	0.000697430003833	0.999815165997
11	1.0	2.0	0.000218962979329	0.000262730490234	0.999445557594
12	2.0	2.0	6.25608532171e-05	0.000855068372433	0.999445557594
13	3.0	2.0	6.25608532171e-05	0.000855068372433	0.999445557594
14	4.0	2.0	6.25608532171e-05	0.000262730490234	0.999630391598
15	0.0	3.0	0.00292120142035	0.00344704901586	0.996118307114
16	1.0	3.0	0.00256723432446	0.00359608473035	0.996303141117
17	2.0	3.0	0.00369137188045	0.0025961038761	0.996118307114
18	3.0	3.0	0.0039986621309	0.0025961038761	0.99593347311
19	4.0	3.0	0.00369137188045	0.0025961038761	0.996118307114
