	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0321987030875	0.0680017856682	0.951949715614
1	1.0	0.0	0.0475599954468	0.0454042558426	0.954167425632
2	2.0	0.0	0.0370311122409	0.0506061931981	0.956754744053
3	3.0	0.0	0.0270542718623	0.0613819770836	0.956385135651
4	4.0	0.0	0.0354709798513	0.0506991678205	0.957678794861
5	0.0	1.0	0.00373997791217	0.00183627701749	0.99741268158
6	1.0	1.0	0.000844382661362	0.00195776105274	0.998151898384
7	2.0	1.0	0.00124267634963	0.00125221939878	0.998521506786
8	3.0	1.0	0.000653201661273	0.00282683872214	0.998151898384
9	4.0	1.0	0.00102759773829	0.00249509381302	0.998336732388
10	0.0	2.0	0.000222873028773	0.017120473611	0.991683602333
11	1.0	2.0	0.000911042310078	0.0	0.999630391598
12	2.0	2.0	0.000911042310078	0.000162415208528	0.999445557594
13	3.0	2.0	0.000911042310078	0.000162415208528	0.999445557594
14	4.0	2.0	0.000629518540461	0.000162415208528	0.999630391598
15	0.0	3.0	0.0169748642641	0.0232495544386	0.974306821823
16	1.0	3.0	0.0170409899703	0.0219515015938	0.974861383438
17	2.0	3.0	0.0170409899703	0.0219515015938	0.974861383438
18	3.0	3.0	0.0164730871035	0.0218601561095	0.975415885448
19	4.0	3.0	0.0162552613396	0.0218601561095	0.975600719452
