	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0328187555652	0.0323738329532	0.968397736549
1	1.0	0.0	0.0226979075444	0.0412529303618	0.969506561756
2	2.0	0.0	0.0326587434172	0.0269952396866	0.97098505497
3	3.0	0.0	0.0368870990728	0.0222860661049	0.970245778561
4	4.0	0.0	0.0351549525799	0.0357627639477	0.965625584126
5	0.0	1.0	0.0	0.000756938578464	0.999630391598
6	1.0	1.0	0.000438123084735	0.00139239320186	0.998891174793
7	2.0	1.0	0.0	0.00202784787459	0.998891174793
8	3.0	1.0	0.000438123084735	0.00105130355355	0.999075949192
9	4.0	1.0	0.00162503834967	0.00105130355355	0.998521506786
10	0.0	2.0	0.000437925974958	0.000955383581765	0.999445557594
11	1.0	2.0	0.000437925974958	0.000955383581765	0.999445557594
12	2.0	2.0	0.000437925974958	0.000955383581765	0.999445557594
13	3.0	2.0	0.000437925974958	0.000955383581765	0.999445557594
14	4.0	2.0	0.000437925974958	0.000955383581765	0.999445557594
15	0.0	3.0	0.0153722875952	0.0172785139807	0.979667305946
16	1.0	3.0	0.0157106964215	0.0167977532402	0.979482412338
17	2.0	3.0	0.0153450601556	0.0167977532402	0.97985213995
18	3.0	3.0	0.0156834677231	0.0167977532402	0.979667305946
19	4.0	3.0	0.0156834677231	0.016629487554	0.97985213995
