	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.107950285472	0.0310259328701	0.925299048424
1	1.0	0.0	0.0560033078968	0.0648410308411	0.943353652954
2	2.0	0.0	0.0796268429773	0.0362309666789	0.940419793129
3	3.0	0.0	0.0935494322893	0.0331389380726	0.933197915554
4	4.0	0.0	0.0736633863562	0.0450421912083	0.941096842289
5	0.0	1.0	0.00440132211412	0.00639199881608	0.989616274834
6	1.0	1.0	0.00464359666121	0.0107185559719	0.986907422543
7	2.0	1.0	0.0045686067907	0.00842845208199	0.98848760128
8	3.0	1.0	0.00423403743357	0.0125231007502	0.987133204937
9	4.0	1.0	0.00627606615728	0.0086458675608	0.987584650517
