	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0143612065428	0.0484305829224	0.972648322582
1	1.0	0.0	0.0120050081108	0.0250381186051	0.984106421471
2	2.0	0.0	0.0156133121828	0.0167029272751	0.984660863876
3	3.0	0.0	0.00617651874349	0.0286594893911	0.985400140285
4	4.0	0.0	0.0127370696272	0.0200918587791	0.985215306282
5	0.0	1.0	0.0	0.00235492020624	0.998891174793
6	1.0	1.0	0.000959887808159	0.00242033445484	0.998151898384
7	2.0	1.0	0.00162503834967	0.00123820210995	0.998151898384
8	3.0	1.0	0.00146970379796	0.00351369032975	0.997782289982
9	4.0	1.0	0.0016011406255	0.000682179218141	0.998521506786
10	0.0	2.0	0.00178298421479	0.000262730490234	0.999260783195
11	1.0	2.0	0.000437925974958	0.00169580599361	0.998521506786
12	2.0	2.0	0.000848481466918	0.000530237897955	0.998521506786
13	3.0	2.0	0.00044574606733	0.000472914849828	0.999075949192
14	4.0	2.0	0.00100879367265	0.000472914849828	0.99870634079
15	0.0	3.0	0.00372248956123	0.00316820817385	0.995194077492
16	1.0	3.0	0.00445765237059	0.00288455986407	0.995009243488
17	2.0	3.0	0.00494387100938	0.00316820817385	0.994639575481
18	3.0	3.0	0.00409590573156	0.00316820817385	0.995009243488
19	4.0	3.0	0.00458212432048	0.00316820817385	0.994824409485
