	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0299585164214	0.0411413573994	0.965255975723
1	1.0	0.0	0.0329787704368	0.0298495665303	0.969321727753
2	2.0	0.0	0.0276983257851	0.0367064617971	0.968767344952
3	3.0	0.0	0.0309506010017	0.0326759988345	0.968767344952
4	4.0	0.0	0.0310306070864	0.0323877803304	0.96895211935
5	0.0	1.0	0.00457241188215	0.00805064918294	0.994086146355
6	1.0	1.0	0.00268051655054	0.00280347638081	0.997597515583
7	2.0	1.0	0.00240967689048	0.00150453217235	0.998151898384
8	3.0	1.0	0.00240967689048	0.00292963276245	0.997597515583
9	4.0	1.0	0.00205917855617	0.0036024670062	0.997597515583
10	0.0	2.0	0.00189246572486	0.00378331900611	0.997043073177
11	1.0	2.0	0.00116910588572	0.00215916689384	0.997967123985
12	2.0	2.0	0.00144671958123	0.000320053492794	0.99870634079
13	3.0	2.0	0.00144671958123	0.000262730490234	0.998891174793
14	4.0	2.0	0.00144671958123	0.000320053492794	0.99870634079
15	0.0	3.0	0.011369737165	0.0145381821707	0.982994437218
16	1.0	3.0	0.0122682676434	0.0145381821707	0.982439935207
17	2.0	3.0	0.0118637344617	0.0143699165717	0.982809603214
18	3.0	3.0	0.0118092781587	0.0143699165717	0.982994437218
19	4.0	3.0	0.0118092781587	0.0143699165717	0.982994437218
