	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0476326869629	0.0318983928722	0.956443250179
1	1.0	0.0	0.0316039474609	0.046692957953	0.959151446819
2	2.0	0.0	0.0449174689312	0.0275720081208	0.960505545139
3	3.0	0.0	0.0300583634896	0.0289005284811	0.967501699924
4	4.0	0.0	0.0309057485198	0.0334703585146	0.966598987579
5	0.0	1.0	0.00330734961292	0.0147968378995	0.98916476965
6	1.0	1.0	0.000883860716849	0.0252472884757	0.985553026199
7	2.0	1.0	0.000992204837321	0.0158999814664	0.989616274834
8	3.0	1.0	0.00254323801152	0.00707482990518	0.99209934473
9	4.0	1.0	0.00160805610482	0.00917815807525	0.991422116756
