	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0203577093353	0.0400210141601	0.971724271774
1	1.0	0.0	0.0209937635415	0.0275344919337	0.976898908615
2	2.0	0.0	0.0243020422087	0.0320065816003	0.974681198597
3	3.0	0.0	0.0254781405207	0.0229043482305	0.976529300213
4	4.0	0.0	0.0179895121607	0.0409321660814	0.97227871418
5	0.0	1.0	0.000736843314949	0.00438276793978	0.99741268158
6	1.0	1.0	0.00131436923746	0.00275675169895	0.99741268158
7	2.0	1.0	0.00196757100073	0.00137370332795	0.997967123985
8	3.0	1.0	0.00256102862449	0.0074899545806	0.995379805565
9	4.0	1.0	0.00248933559257	0.00461639106356	0.996488630772
10	0.0	2.0	0.00037536512741	0.000468137965323	0.998891174793
11	1.0	2.0	0.00153665093894	0.00890417496215	0.994825363159
12	2.0	2.0	0.00125121702183	0.00172924424306	0.998151898384
13	3.0	2.0	0.000652978851145	0.0030046813516	0.998151898384
14	4.0	2.0	0.000457476222312	0.00192987485132	0.998891174793
15	0.0	3.0	0.0100355524252	0.00760081559501	0.988354921341
16	1.0	3.0	0.0108562891672	0.007735427692	0.988170027733
17	2.0	3.0	0.0108562891672	0.007735427692	0.988170027733
18	3.0	3.0	0.0108562891672	0.007735427692	0.988170027733
19	4.0	3.0	0.0104634248388	0.007735427692	0.988354921341
