	fold	fnr	fpr	acc
0	0.0	0.1667573223743688	0.04013236964628352	0.8840447664260864
1	1.0	0.04194770791899375	0.02143202810473019	0.9655329585075378
2	2.0	0.15821609630189956	0.0	0.904359757900238
3	3.0	0.14193699667196122	0.0	0.9137183427810669
4	4.0	0.15327124541355588	0.0	0.9082191586494446
