epoch,binary_accuracy,false_negative,false_positive,loss,true_negative,true_positive,val_binary_accuracy,val_false_negative,val_false_positive,val_loss,val_true_negative,val_true_positive
0,0.8559224605560303,695.213134765625,353.1475524902344,0.3610294759273529,2459.524658203125,2641.901611328125,0.9287826418876648,74.21951293945312,77.31707000732422,0.19147400557994843,834.5365600585938,1112.9024658203125
1,0.9310004711151123,200.49180603027344,244.2541046142578,0.18617884814739227,2561.204833984375,3143.836181640625,0.950714647769928,51.73170852661133,54.29268264770508,0.13087168335914612,857.5609741210938,1135.3902587890625
2,0.9650073647499084,92.7868881225586,125.94261932373047,0.09858386218547821,2703.204833984375,3227.8525390625,0.9627895355224609,27.341463088989258,49.26829147338867,0.10637928545475006,862.5853881835938,1159.780517578125
3,0.9854608178138733,34.87704849243164,55.073768615722656,0.04760681465268135,2765.934326171875,3293.901611328125,0.9650073647499084,21.85365867614746,53.75609588623047,0.09772709757089615,858.0975341796875,1165.268310546875
4,0.993428647518158,15.721311569213867,24.172130584716797,0.025036757811903954,2769.42626953125,3340.46728515625,0.9689502120018005,36.19512176513672,30.85365867614746,0.09192736446857452,881.0,1150.9268798828125
5,0.9953178763389587,9.680327415466309,14.778688430786133,0.017517738044261932,2787.876953125,3337.450927734375,0.9684573411941528,45.26829147338867,24.268293380737305,0.10637134313583374,887.5853881835938,1141.8536376953125
6,0.9990143179893494,1.3032786846160889,5.836065769195557,0.00584039930254221,2797.983642578125,3344.663818359375,0.971168041229248,25.268293380737305,38.024391174316406,0.11156267672777176,873.8292846679688,1161.8536376953125
0,0.9959750175476074,4.352458953857422,12.073770523071289,0.01641695201396942,2819.7705078125,3313.590087890625,0.9652538299560547,14.707317352294922,62.585365295410156,0.11644444614648819,849.268310546875,1172.4146728515625
1,0.9979464411735535,4.229508399963379,11.827868461608887,0.00888804066926241,2804.22119140625,3329.50830078125,0.9694430828094482,24.829267501831055,41.219512939453125,0.11590951681137085,870.6341552734375,1162.292724609375
2,0.9989321231842041,3.721311569213867,3.368852376937866,0.005382705945521593,2800.327880859375,3342.368896484375,0.9672252535820007,13.512195587158203,59.219512939453125,0.1329992115497589,852.6341552734375,1173.6097412109375
3,0.9995892643928528,0.9262295365333557,3.6393442153930664,0.002315439051017165,2789.458984375,3355.76220703125,0.9716609120368958,34.121952056884766,26.292682647705078,0.11032430082559586,885.5609741210938,1153.0
4,1.0,0.0,0.0,0.0004915001336485147,2811.958984375,3337.827880859375,0.9716609120368958,30.926828384399414,29.439023971557617,0.12519685924053192,882.4146118164062,1156.195068359375
5,1.0,0.0,0.0,0.00031894518178887665,2842.836181640625,3306.950927734375,0.9726466536521912,28.09756088256836,30.292682647705078,0.12405159324407578,881.5609741210938,1159.0244140625
0,1.0,0.0,0.0,0.0005326828104443848,2810.69677734375,3339.090087890625,0.9721537828445435,30.365854263305664,29.90243911743164,0.11812955886125565,881.9512329101562,1156.756103515625
1,1.0,0.0,0.0,0.00029572550556622446,2811.041015625,3338.745849609375,0.9721537828445435,36.878047943115234,23.268293380737305,0.1262122094631195,888.5853881835938,1150.243896484375
2,1.0,0.0,0.0,0.00021967968496028334,2827.6474609375,3322.139404296875,0.9731394648551941,28.024391174316406,29.7560977935791,0.12752428650856018,882.0975341796875,1159.0975341796875
0,1.0,0.0,0.0,0.00030099216382950544,2793.49169921875,3356.295166015625,0.9724001884460449,31.975608825683594,26.609756469726562,0.13011929392814636,885.243896484375,1155.1463623046875
1,1.0,0.0,0.0,0.00020751506963279098,2768.96728515625,3380.819580078125,0.9728930592536926,30.439023971557617,28.14634132385254,0.13237828016281128,883.7073364257812,1156.6829833984375
2,1.0,0.0,0.0,0.000154908761032857,2804.368896484375,3345.41796875,0.9719073176383972,35.975608825683594,24.2439022064209,0.13558806478977203,887.6097412109375,1151.1463623046875
0,1.0,0.0,0.0,0.00021260253561194986,2793.3115234375,3356.475341796875,0.9721537828445435,34.26829147338867,26.85365867614746,0.13270030915737152,885.0,1152.8536376953125
1,1.0,0.0,0.0,0.00015413656365126371,2801.61474609375,3348.172119140625,0.9736323356628418,29.268293380737305,29.09756088256836,0.13286958634853363,882.756103515625,1157.8536376953125
2,1.0,0.0,0.0,0.00011678657028824091,2806.049072265625,3343.73779296875,0.9731394648551941,30.317073822021484,29.09756088256836,0.13593897223472595,882.756103515625,1156.804931640625
0,0.9704287648200989,93.36885070800781,118.18032836914062,0.09407863765954971,2706.204833984375,3232.03271484375,0.9733859300613403,31.658536911010742,22.80487823486328,0.08803275227546692,889.0487670898438,1155.46337890625
1,0.993428647518158,16.942623138427734,23.434425354003906,0.022786445915699005,2771.795166015625,3337.61474609375,0.9329718947410583,129.14634704589844,10.560976028442383,0.2095070481300354,901.2926635742188,1057.9755859375
2,0.9971250295639038,9.393442153930664,15.483606338500977,0.01100862491875887,2788.34423828125,3336.565673828125,0.9701823592185974,49.80487823486328,16.268293380737305,0.1020510271191597,895.5853881835938,1137.3170166015625
0,0.992689311504364,21.45081901550293,24.934425354003906,0.023721015080809593,2819.26220703125,3284.139404296875,0.9701823592185974,31.682926177978516,31.219512939453125,0.09539785236120224,880.6341552734375,1155.43896484375
1,0.9990964531898499,1.8360655307769775,5.106557369232178,0.0049841697327792645,2790.172119140625,3352.672119140625,0.9758501648902893,27.80487823486328,25.2439022064209,0.09107992053031921,886.6097412109375,1159.3170166015625
2,0.999835729598999,0.0,1.4754098653793335,0.0015913762617856264,2824.84423828125,3323.46728515625,0.9760965704917908,32.90243911743164,18.95121955871582,0.09724631160497665,892.9024658203125,1154.219482421875
3,0.9999178647994995,0.0,0.6475409865379333,0.0007663019932806492,2783.23779296875,3365.901611328125,0.9758501648902893,31.19512176513672,22.487804412841797,0.10337011516094208,889.3658447265625,1155.9268798828125
